22:04:09:04:28:38.6,Lunatic Woopir - f60d,Striker - 1f4b,우피르_곤봉던지기,755,0,0,0
22:04:09:04:35:21.5,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,18889,0,0,0
22:04:09:04:35:22.5,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,32288,0,0,0
22:04:09:04:35:22.5,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,18931,0,0,0
22:04:09:04:35:23.5,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,33308,0,0,0
22:04:09:04:35:23.5,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,9523,0,0,0
22:04:09:04:35:24.6,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,18901,0,0,0
22:04:09:04:35:24.6,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,11499,0,1,0
22:04:09:04:35:25.6,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,23389,1,1,0
22:04:09:04:35:26.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,138190,1,0,0
22:04:09:04:35:26.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,134068,1,0,0
22:04:09:04:35:26.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,72489,0,0,0
22:04:09:04:35:26.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,73518,0,0,0
22:04:09:04:35:26.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,72295,0,0,0
22:04:09:04:35:26.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,73544,0,0,0
22:04:09:04:35:27.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,73808,0,0,0
22:04:09:04:35:27.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,138342,1,0,0
22:04:09:04:35:27.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,133620,1,0,0
22:04:09:04:35:27.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,134241,1,0,0
22:04:09:04:35:27.7,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,28151,0,0,0
22:04:09:04:35:27.7,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,3492,0,0,0
22:04:09:04:35:28.8,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,2851,0,0,0
22:04:09:04:35:28.8,Striker - 551b,Frenzied Cicerra - 05ea,Sky Shattering Blow,12587,0,0,0
22:04:09:04:35:28.8,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,2829,0,0,0
22:04:09:04:35:29.8,23D0D70A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,18902,0,0,0
22:04:09:04:35:30.9,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,33566,0,0,0
22:04:09:04:35:30.9,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,35907,0,0,0
22:04:09:04:35:30.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Frost's Call,76784,0,0,0
22:04:09:04:35:30.9,Sharpshooter,Frenzied Cicerra - 05ea,Atomic Arrow,17669,1,0,0
22:04:09:04:35:30.9,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,37853,0,0,0
22:04:09:04:35:31.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Frost's Call,237791,1,0,0
22:04:09:04:35:31.9,23D0D70A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,18932,0,0,0
22:04:09:04:35:31.9,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,40002,0,0,0
22:04:09:04:35:31.9,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,42529,0,0,0
22:04:09:04:35:31.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Frost's Call,238518,1,0,0
22:04:09:04:35:31.9,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,45689,0,0,0
22:04:09:04:35:32.0,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,47922,0,0,0
22:04:09:04:35:32.0,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,35076,0,0,0
22:04:09:04:35:32.0,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,49995,0,0,0
22:04:09:04:35:33.0,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,103563,1,0,0
22:04:09:04:35:33.0,Bard - 191c,Frenzied Cicerra - 05ea,Wind of Music,19874,0,1,0
22:04:09:04:35:33.0,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,108673,1,0,0
22:04:09:04:35:33.0,Sharpshooter,Frenzied Cicerra - 05ea,Wings of Storm,71517,1,0,0
22:04:09:04:35:33.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Frost's Call,249682,0,0,0
22:04:09:04:35:33.0,23D0D70A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,19970,0,0,0
22:04:09:04:35:33.0,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,110080,1,0,0
22:04:09:04:35:33.0,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,108304,1,0,0
22:04:09:04:35:33.0,Sharpshooter,Frenzied Cicerra - 05ea,Wings of Storm,100929,1,0,0
22:04:09:04:35:34.1,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,55012,0,0,0
22:04:09:04:35:34.1,Sharpshooter,Frenzied Cicerra - 05ea,Wings of Storm,57048,0,0,0
22:04:09:04:35:34.1,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,35158,0,0,0
22:04:09:04:35:34.1,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,55086,0,0,0
22:04:09:04:35:34.1,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,55365,0,0,0
22:04:09:04:35:34.1,Bard - 191c,Frenzied Cicerra - 05ea,Soundholic,160565,1,1,0
22:04:09:04:35:34.1,Sorceress - c17b,Frenzied Cicerra - 05ea,Seraphic Hail,81875,0,0,0
22:04:09:04:35:34.1,Bard - 191c,Frenzied Cicerra - 05ea,Soundholic,81629,0,1,0
22:04:09:04:35:34.1,Sorceress - c17b,Frenzied Cicerra - 05ea,Seraphic Hail,83851,0,0,0
22:04:09:04:35:34.1,Bard - 191c,Frenzied Cicerra - 05ea,Soundholic,186300,1,1,0
22:04:09:04:35:34.1,Sorceress - c17b,Frenzied Cicerra - 05ea,Seraphic Hail,153455,1,0,0
22:04:09:04:35:34.1,23D0D70A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,20202,0,0,0
22:04:09:04:35:34.1,Bard - 191c,Frenzied Cicerra - 05ea,Soundholic,92362,0,1,0
22:04:09:04:35:35.1,Sorceress - c17b,Frenzied Cicerra - 05ea,Seraphic Hail,156984,1,0,0
22:04:09:04:35:35.1,Sharpshooter,Frenzied Cicerra - 05ea,Last Rush,415102,0,0,0
22:04:09:04:35:35.2,Bard - 191c,Frenzied Cicerra - 05ea,Soundholic,95454,0,1,0
22:04:09:04:35:35.2,Sharpshooter,Frenzied Cicerra - 05ea,Atomic Arrow,321972,1,0,0
22:04:09:04:35:35.2,Bard - 191c,Frenzied Cicerra - 05ea,Soundholic,111392,0,1,0
22:04:09:04:35:35.2,Bard - 191c,Frenzied Cicerra - 05ea,Soundholic,118062,0,1,0
22:04:09:04:35:35.2,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,37516,0,0,0
22:04:09:04:35:35.2,Sorceress - c17b,Frenzied Cicerra - 05ea,Seraphic Hail,193340,1,0,0
22:04:09:04:35:36.2,Sorceress - c17b,Frenzied Cicerra - 05ea,Enviska's Might,234780,0,0,0
22:04:09:04:35:36.2,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,29010,0,0,0
22:04:09:04:35:36.2,23D0D70A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,17829,0,0,0
22:04:09:04:35:36.2,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,3250,0,0,0
22:04:09:04:35:36.2,Sorceress - c17b,Frenzied Cicerra - 05ea,Enviska's Might,426878,1,0,0
22:04:09:04:35:36.2,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,3138,0,0,0
22:04:09:04:35:36.2,Striker - 551b,Frenzied Cicerra - 05ea,Lightning Whisper,137101,0,1,0
22:04:09:04:35:36.2,Sorceress - c17b,Frenzied Cicerra - 05ea,Enviska's Might,428638,1,0,0
22:04:09:04:35:36.2,Sorceress - c17b,Frenzied Cicerra - 05ea,Enviska's Might,437979,1,0,0
22:04:09:04:35:37.3,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,68230,0,0,0
22:04:09:04:35:37.3,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,3179,0,0,0
22:04:09:04:35:37.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Enviska's Might,430487,1,0,0
22:04:09:04:35:37.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Enviska's Might,292716,1,0,0
22:04:09:04:35:37.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Enviska's Might,294706,1,0,0
22:04:09:04:35:37.3,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,7123,1,0,0
22:04:09:04:35:37.3,Sharpshooter,Frenzied Cicerra - 05ea,Snipe,2828848,1,0,0
22:04:09:04:35:37.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Enviska's Might,293569,1,0,0
22:04:09:04:35:37.3,Bard - 191c,Frenzied Cicerra - 05ea,Heavenly Tune,39801,0,1,0
22:04:09:04:35:37.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,107856,0,1,0
22:04:09:04:35:37.3,23D0D70A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,21091,0,0,0
22:04:09:04:35:38.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,325619,1,1,0
22:04:09:04:35:38.3,Bard - 191c,Frenzied Cicerra - 05ea,Prelude of Storm,58713,0,1,0
22:04:09:04:35:38.3,Bard - 191c,Frenzied Cicerra - 05ea,Prelude of Storm,24467,0,1,0
22:04:09:04:35:38.3,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,83172,0,0,0
22:04:09:04:35:38.3,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,34756,0,0,0
22:04:09:04:35:38.3,Sharpshooter,Frenzied Cicerra - 05ea,Charged Shot,340667,0,0,0
22:04:09:04:35:38.3,Sharpshooter,Frenzied Cicerra - 05ea,Charged Shot,1024777,1,0,0
22:04:09:04:35:38.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Enviska's Might,824195,0,0,0
22:04:09:04:35:38.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,270149,0,1,0
22:04:09:04:35:38.4,Frenzied Cicerra - 05ea,Striker - 551b,엔드_키케라_자학버프v2,8971,0,0,0
22:04:09:04:35:39.4,23D0D70A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,20725,0,0,0
22:04:09:04:35:39.4,Bard - 191c,Frenzied Cicerra - 05ea,Prelude of Storm,24015,0,1,0
22:04:09:04:35:39.4,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,26226,0,0,0
22:04:09:04:35:39.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,163672,1,1,0
22:04:09:04:35:39.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,80109,0,1,0
22:04:09:04:35:39.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,80797,0,1,0
22:04:09:04:35:39.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,80890,0,1,0
22:04:09:04:35:39.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,81577,0,1,0
22:04:09:04:35:39.4,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,37645,0,0,0
22:04:09:04:35:39.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,145331,1,0,0
22:04:09:04:35:40.5,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Lightning Tiger Strike,834626,0,0,0
22:04:09:04:35:40.5,Bard - 191c,Frenzied Cicerra - 05ea,Prelude of Storm,22807,0,0,0
22:04:09:04:35:40.5,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,73708,0,0,0
22:04:09:04:35:40.5,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,52254,0,0,0
22:04:09:04:35:40.5,23D0D70A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,49608,1,0,0
22:04:09:04:35:40.5,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,149930,1,0,0
22:04:09:04:35:40.5,Striker - 551b,Frenzied Cicerra - 05ea,Sky Shattering Blow,17960,0,1,0
22:04:09:04:35:40.5,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,37382,0,0,0
22:04:09:04:35:40.5,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,146739,1,0,0
22:04:09:04:35:41.5,Striker - 551b,Frenzied Cicerra - 05ea,Sky Shattering Blow,45038,1,0,0
22:04:09:04:35:41.5,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,48606,0,0,0
22:04:09:04:35:41.5,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,150892,1,0,0
22:04:09:04:35:41.5,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,74361,0,0,0
22:04:09:04:35:41.5,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,37508,0,0,0
22:04:09:04:35:41.5,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,65147,0,0,0
22:04:09:04:35:42.6,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,48258,0,0,0
22:04:09:04:35:42.6,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,63917,0,0,0
22:04:09:04:35:42.6,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,411219,1,0,0
22:04:09:04:35:42.6,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,36110,0,0,0
22:04:09:04:35:42.6,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,39659,0,0,0
22:04:09:04:35:42.6,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,4041,0,0,0
22:04:09:04:35:43.6,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,65744,1,0,0
22:04:09:04:35:43.6,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,4071,0,0,0
22:04:09:04:35:43.6,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,49188,0,0,0
22:04:09:04:35:43.6,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,30075,0,0,0
22:04:09:04:35:43.6,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,55733,0,0,0
22:04:09:04:35:43.6,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,22234,0,0,0
22:04:09:04:35:43.6,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,3864,0,0,0
22:04:09:04:35:43.6,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,36034,0,0,0
22:04:09:04:35:43.6,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,20627,0,0,0
22:04:09:04:35:44.6,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,3755,0,0,0
22:04:09:04:35:44.6,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,100526,1,0,0
22:04:09:04:35:44.6,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,48210,0,0,0
22:04:09:04:35:44.7,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,36603,0,0,0
22:04:09:04:35:44.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,57470,0,0,0
22:04:09:04:35:44.7,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,21130,0,0,0
22:04:09:04:35:44.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,157287,1,0,0
22:04:09:04:35:44.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,159045,1,0,0
22:04:09:04:35:44.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,155824,1,0,0
22:04:09:04:35:44.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,84269,0,0,0
22:04:09:04:35:45.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,54010,0,0,0
22:04:09:04:35:45.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,156459,1,0,0
22:04:09:04:35:45.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,86433,0,0,0
22:04:09:04:35:45.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,83482,0,0,0
22:04:09:04:35:45.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,132459,1,0,0
22:04:09:04:35:45.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,24807,0,0,0
22:04:09:04:35:45.7,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,10453,0,0,0
22:04:09:04:35:45.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,68852,0,0,0
22:04:09:04:35:45.8,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,129038,1,0,0
22:04:09:04:35:45.8,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,45182,0,0,0
22:04:09:04:35:46.8,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,22830,0,0,0
22:04:09:04:35:46.8,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,7630,0,0,0
22:04:09:04:35:46.8,23D25CAA,Frenzied Cicerra - 05ea,에고 하프 기본 공격,34657,1,0,0
22:04:09:04:35:47.8,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,29483,0,0,0
22:04:09:04:35:47.8,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,47196,0,0,0
22:04:09:04:35:47.8,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,8561,0,0,0
22:04:09:04:35:47.8,Striker - 551b,Frenzied Cicerra - 05ea,Sky Shattering Blow,29142,1,1,0
22:04:09:04:35:47.8,23D25CAA,Frenzied Cicerra - 05ea,에고 하프 기본 공격,16941,0,0,0
22:04:09:04:35:48.9,Striker - 551b,Frenzied Cicerra - 05ea,Sky Shattering Blow,40068,1,1,0
22:04:09:04:35:48.9,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,28736,0,0,0
22:04:09:04:35:48.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,25110,0,0,0
22:04:09:04:35:48.9,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,18846,0,1,0
22:04:09:04:35:48.9,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,14483,0,1,0
22:04:09:04:35:49.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Esoteric Reaction,434691,0,0,0
22:04:09:04:35:49.9,23D25CAA,Frenzied Cicerra - 05ea,에고 하프 기본 공격,17689,0,0,0
22:04:09:04:35:50.0,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,194448,0,0,0
22:04:09:04:35:50.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,50528,0,0,0
22:04:09:04:35:50.0,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,30786,0,0,0
22:04:09:04:35:51.0,Bard - 191c,Frenzied Cicerra - 05ea,Wind of Music,17008,0,0,0
22:04:09:04:35:51.0,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Tiger Emerges,32893,0,0,0
22:04:09:04:35:51.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,50476,0,0,0
22:04:09:04:35:51.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Seraphic Hail,136232,1,0,0
22:04:09:04:35:51.0,23D25CAA,Frenzied Cicerra - 05ea,에고 하프 기본 공격,18102,0,0,0
22:04:09:04:35:51.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Seraphic Hail,75221,0,0,0
22:04:09:04:35:52.1,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,71866,0,0,0
22:04:09:04:35:52.1,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,50312,0,0,0
22:04:09:04:35:53.2,23D25CAA,Frenzied Cicerra - 05ea,에고 하프 기본 공격,17939,0,0,0
22:04:09:04:35:53.2,Sharpshooter,Frenzied Cicerra - 05ea,Arrow Wave,308398,1,0,0
22:04:09:04:35:53.2,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,32171,0,0,0
22:04:09:04:35:53.2,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,347770,1,0,0
22:04:09:04:35:53.2,Sharpshooter,Frenzied Cicerra - 05ea,Arrow Wave,305774,1,0,0
22:04:09:04:35:54.2,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,65753,1,0,0
22:04:09:04:35:54.2,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,32574,0,0,0
22:04:09:04:35:54.2,Sharpshooter,Frenzied Cicerra - 05ea,Bleed,51958,0,0,0
22:04:09:04:35:54.2,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,70102,1,0,0
22:04:09:04:35:54.2,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,37349,0,0,0
22:04:09:04:35:54.2,Sharpshooter,Frenzied Cicerra - 05ea,Arrow Wave,154138,0,0,0
22:04:09:04:35:54.2,23D25CAA,Frenzied Cicerra - 05ea,에고 하프 기본 공격,18123,0,0,0
22:04:09:04:35:54.2,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,38716,0,0,0
22:04:09:04:35:54.2,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,49041,0,0,0
22:04:09:04:35:54.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,86656,1,0,0
22:04:09:04:35:54.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,40741,0,0,0
22:04:09:04:35:54.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,41462,0,0,0
22:04:09:04:35:54.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,43792,0,0,0
22:04:09:04:35:55.3,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,71000,0,0,0
22:04:09:04:35:55.3,Sharpshooter,Frenzied Cicerra - 05ea,Bleed,25950,0,0,0
22:04:09:04:35:55.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,45445,0,0,0
22:04:09:04:35:55.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,47822,0,0,0
22:04:09:04:35:55.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,87113,1,0,0
22:04:09:04:35:55.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,26434,0,0,0
22:04:09:04:35:55.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,49986,0,0,0
22:04:09:04:35:55.3,23D25CAA,Frenzied Cicerra - 05ea,에고 하프 기본 공격,40188,1,0,0
22:04:09:04:35:55.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,49417,0,0,0
22:04:09:04:35:55.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,100230,1,0,0
22:04:09:04:35:55.3,Sharpshooter,Frenzied Cicerra - 05ea,Bleed,26418,0,0,0
22:04:09:04:35:56.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,50339,0,0,0
22:04:09:04:35:56.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,49786,0,0,0
22:04:09:04:35:56.4,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,47569,0,0,0
22:04:09:04:35:56.4,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,31308,0,0,0
22:04:09:04:35:56.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,49259,0,0,0
22:04:09:04:35:56.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,50100,0,0,0
22:04:09:04:35:56.4,Sharpshooter,Frenzied Cicerra - 05ea,Bleed,25779,0,0,0
22:04:09:04:35:56.4,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,50601,0,0,0
22:04:09:04:35:57.4,Frenzied Cicerra - 05ea,Striker - 551b,엔드_키케라_쇠구슬 난사공격,36398,0,0,0
22:04:09:04:35:57.4,23D25CAA,Frenzied Cicerra - 05ea,에고 하프 기본 공격,40305,1,0,0
22:04:09:04:35:57.4,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,46678,0,0,0
22:04:09:04:35:57.4,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,29990,0,0,0
22:04:09:04:35:57.4,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,47470,0,0,0
22:04:09:04:35:58.5,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,28944,0,0,0
22:04:09:04:35:58.5,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,46999,0,0,0
22:04:09:04:35:59.5,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,27039,0,0,0
22:04:09:04:35:59.5,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,43485,0,0,0
22:04:09:04:36:00.6,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,26830,0,0,0
22:04:09:04:36:00.6,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,43394,0,0,0
22:04:09:04:36:01.6,Striker - 551b,Frenzied Cicerra - 05ea,Sky Shattering Blow,12952,0,1,0
22:04:09:04:36:01.6,Sharpshooter,Frenzied Cicerra - 05ea,호크아이 평타,10355,1,0,0
22:04:09:04:36:01.6,Striker - 551b,Frenzied Cicerra - 05ea,Sky Shattering Blow,36186,1,1,0
22:04:09:04:36:01.6,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,26437,0,0,0
22:04:09:04:36:01.6,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,43219,0,0,0
22:04:09:04:36:01.6,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,24955,0,0,0
22:04:09:04:36:02.6,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,16876,0,1,0
22:04:09:04:36:02.6,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,14216,0,1,0
22:04:09:04:36:02.6,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,3017,0,0,0
22:04:09:04:36:02.7,Sharpshooter,Frenzied Cicerra - 05ea,호크아이 평타,13625,1,0,0
